;Preprocessed Title and Abstract
2878;business technology-intensive supply chain technology intellectual property play increasingly critical role emerging supply chain endowing product sought-after capability technology-intensive supply chain technology invented upstream embedded subsystem integrated technology provider prevalent royalty-driven business gotten complicated multilateral supply chain prompting formal attention provider consider forward integration manufacturing monetize intellectual property characterize appropriateness business decision market varying level consumer diversity competitive intensity intermediate layer technology provider key subsystem base royalty optimal business dealing monopolistic intermediary low degree consumer diversity full-system base royalty business increasingly optimal intermediate supply chain competition consumer diversity condition technology provider forward integrate formulation relevant technology provider policy maker industry engaged prevailing heated global royalty base
1238;contractual governance collaboration allocating control intellectual-property-right shadow potential termination investigates governance company engage cashless collaboration reflects frequently observed collaboration pharma company biotech actual contract assessed link governance form refers allocation control right property right output s determined initial contract contract incomplete party negotiate stage bargaining position depend initial choice governance contemplate possibility collaboration terminated simple capture core aspect contractual environment answer key question governance designed shadow potential termination incentive invest collaboration company choose governance form eliminates possibility termination stabilizes collaboration collaboration stabilized company trade-off reducing probability termination providing incentive ultimately resolved collaboration highly unstable property right control substitute governance company collect property right relinquish control right
1602;red queen action longitudinal investment mobile telecommunication sector organization undertake investment technology generate revenue decrease enhance profitability red queen–type response competing organization form rapid imitation escalating technology investment erode ability investing organization sustain gain profitability productivity gain investment persist translate sustained profitability gain owing declining price brought hypercompetitive environment emergence erosion benefit attributable investment examined decomposing profitability productivity price recovery product mix capacity utilization regressing performance measure past technology investment polynomial distributed lag estimated quarterly mobile telecommunication service sector indicate investment positively productivity current future period association profitability positive future quarter highlight unique outcome red queen hypothesis simply imitating learning investing technology competition beneficial industry
1018;international diffusion embodied disembodied technology network proposes quantitative method investigating international technology diffusion network defines structural configuration international diffusion network measuring degree closeness betweenness centrality addition distinguishes embodied technology diffusion measured multilateral trade disembodied technology diffusion measured patent citation individual country empirically test set international technology diffusion country structural configuration country exhibit similar pattern embodied disembodied diffusion network global stratification pattern exist capability national international technology exportation brokerage advantage distinguishes block country play role international technology diffusion leading country source technological knowledge intermediate diffuses knowledge acquired source initiating export technological knowledge final country absorbs technological knowledge reciprocal exportation finally identifies catch-up strategy newly industrialized developing country international technology stratification
2289;technology network trend university-industry collaborative patent recent pertaining university-industry collaboration uic increased exponentially apace attention attached uic issue uic majority previous uic pertaining focus investigating motivation uic collaboration uic performance highlight focal technology field technology trend technology network distribution uic remain scarce previous seldom mention position ranking country technology network employed two-mode network country technology field method highlight pivotal country technology network finally dynamic method employed analyze period determine technology trend revealed discrepancy focus technology key technology recent uic technology network field measurement chemistry characterized basic science cross-disciplinary trait addition technology reflects recent effort country promoting emerging technology field indicated japan united stated served crucial role uic technology network
994;kimono intel balance trust power maintain platform leadership company including intel microsoft cisco platform leadership driving innovation accelerating market respective industry emphasizes trust play critical success strategy categorization trust discussed tend ignore undervalue trust power functionally equivalent coercion weaker partner misdiagnosed collaboration focusing intel shift ceramic/wire-bonded packaging organic/c packaging characterize relationship intel supplier determine link power addition trust intel platform leadership strategy built balance trust benevolent form power exemplified company kimono principle intel insists supplier share detailed financial highly proprietary technical information achieve mutually advantageous objective explaining completely nature inter-firm linkage usefully extends understanding platform leadership maintained intel contributes trust power simultaneously inter-firm relationship benefit stakeholder
1658;simultaneously discovering quantifying risk textual risk disclosure manager alike recognized importance corporate textual risk disclosure nontrivial task discover quantify variable unstructured text develop variation latent dirichlet allocation topic learning algorithm simultaneously discovering quantifying risk textual risk disclosure conduct comprehensive evaluation term conventional statistical fit substantive fit respect quality discovered information experimental proposed method outperforms competing method meaningful topic risk taking advantage proposed method measuring risk textual risk disclosure form affect risk perception investor competing argument regarding risk disclosure affect risk perception investor depending specific risk disclosed two-thirds risk lack informativeness influence informative risk necessarily risk perception investors the disclosure systematic liquidity risk risk perception investor unsystematic risk decrease
1793;product market competition financing venture examines interaction venture risk product market competition entrepreneur choice bank financing venture-capital financing bank financing debt-type contract emerges optimal allows entrepreneur retain control venture yield strong effort incentive entrepreneur service debt repayment lead liquidation default venture success sensitive exogenous temporary shock hinder debt repayment venture-capital financing equity-type contract emerges optimal sensitive exogenous shock contract requires entrepreneur share fraction rent financier yielding lower effort incentive entrepreneur exists threshold level venture risk bank financing optimal venture risk threshold product market competition value stronger entrepreneurial incentive maximum level risk entrepreneur willing switching bank financing venture-capital financing robust shown hold competition including hotelling salop dixit–stiglitz cournot-to-bertrand switch
747;complexity vertical disintegration knowledge organization semiconductor industry article examines advantage drawback internal knowledge integration versus collaborative outsourcing polar mode governance application-specific integrated circuit asics technological complexity miniaturization generalization market technology induced integration constraint designer pace innovation frequent change rule require tightly controlled consequence knowledge integrator develop expertise scope domain activity ascertain overall efficiency system internalization knowledge integration reduces coordination agency-related involvement partner upstream phase facilitates knowledge sharing improves coordination innovation module evolution asics industry integrator remain dominant player specialist gaining market share hesitate embark leading-edge system simply reveal value component knowledge disaggregated value chain relying comparative similar knowledge integration confirm strength decentralized mode governance condition partner engage long-term relationship
1869;organizational perspective funding collaborator novelty darpa funding affect rate direction inventive activity commonly understood occurring allocation fund altering disclosure regime call attention set factor influence technological outcome gone unexamined organizational practice funding organization explore factor mixed-methods defense advanced agency darpa leveraging interview darpa-funded scientist program manager darpa agency-driven program intense interpersonal management style investigate organizational practice behavior sponsored tendency scientist form novel collaboration patent disclosure massachusetts institute technology mit technology licensing office employing coarsened exact matching identify control set collaboration darpa-funded percentage involve novel collaboration detailed exploration novel collaboration picture consistent description collaboration-promoting practice darpa identifying organizational practice examining scientist behavior aim highlight potential influence organization practice inventive activity
2815;customer concentration executive attention search behavior unclear despite emphasis innovation modern business myopic search effort examined supply-side factor technology capability managerial cognition rarely explore demand-side factor customer shape managerial cognition search behavior extending attention-based view demand argue major customer channel attention executive existing competitive environment resource capability management practice existing-oriented attention resulting increased emphasis deep search familiar domain limiting search field examination patenting behavior u.s publicly listed customer concentration search depth decrease search breadth executive existing-oriented orientation performance feedback aspiration level product market competition amplify customer concentration contributes organizational search adding demand-side explanation extends cognition view foregrounding customer shaping executive attention explores interaction supply demand-side factor driving search behavior
2760;emerging university spinoff company developing regional entrepreneurial university ecosystem andalusia university play strategic driver regional economic contribution establishment university spinoff company usos knowledge transfer mechanism contributing generating entrepreneurial university ecosystem recent promising emerging policymakers increasingly investing university facilitate economic partially idea well-established entrepreneurial university ecosystem automatically lead emergence business ecosystem subsequent benefit region knowledge spillover conceptual lens combination network explored region andalusia spain centring regional entrepreneurial university ecosystem usos mixed-methods identified main actor andalusian entrepreneurial university ecosystem ecosystem enacted network ecosystem promotes expansive wave knowledge spillover business entrepreneurial university ecosystem confirms empirically usos main actor entrepreneurial university ecosystem strengthen knowledge transfer relating business ecosystem expands emergent ecosystem field entrepreneurship
2425;research-and-development capability intellectual property strength choice equity ownership cross‐border acquisition evidence brics-countries acquirer urope aim investigate underexplored factor research-and-development research-and-development capability target strength intellectual property institution target economy influence choice equity ownership cross-border acquisition cbas undertaken multinational-enterprises mnes brics-countries brazil russia india china south africa economy developed key hypothesis foreign market entry cbas incorporating insight transaction economics resource‐based view institutional investigate determinant versus partial equity ownership logistic regression estimation method cba deal brics-countries multinational-enterprises european country brics-countries multinational-enterprises pursue partial acquisition mode target research-and-development capability degree strength institution target economy target research-and-development capability brics-countries multinational-enterprises undertake partial acquisition mode theoretical insight managerial implication underlie key cbas emerging market mnes
930;alliance scope knowledge transfer evidence us-japan agreement suggests equity joint venture jv effective vehicle accessing complex technology school emphasized reason joint venture knowledge transfer bare license agreement incentive alignment organizational embeddedness enhanced administrative control probe refine theoretical perspective drawing implication extent speed alliance-related knowledge transfer knowledge leakage directly alliance activity proprietary set derived regulatory filing japanese government test implication u.s.-japan agreement picture emerges intense contained knowledge transfer equity joint venture relative bare license agreement knowledge transfer directly alliance activity enhanced speed integration japanese subsequent innovation marked contrast leakage unrelated technology significantly reduced suggest administrative reduce technology leakage key feature equity joint venture inconsistent pure knowledge-based perspective alliance
759;ebusiness implementation china ebusiness success traditional organization prompted discipline strategic management information system economics complexity ebusiness implementation overlooked remains unclear investigates causal relationship strategic initiative information technology it -related resource ebusiness capability role implementation resource-based-view rbv ebusiness strategic standpoint propose ebusiness implementation divide stage hypothesis developed seeking relationship proposed construct drawing enterprise hubei province china theoretical critical causal link ebusiness strategic initiative utilization it-related resource consequently creating distinctive ebusiness capability information sharing capability intermediate transferable force help translating it-related organizational resource collaborative capability causal relationship expand understanding dynamic organizational transformation enabled internet practical implication offer manager guideline role played strategy resource capability ebusiness success help recognizing value potential contribution organization
1099;radar industry entry user entrepreneur inductively develop commercialization product service user entrepreneur undertake entering industry drawing proprietary technology developed industry extending growing field user entrepreneurship identify two-phase industry entry user entrepreneur start radar incumbent gain experience attract potential customer base phase engage commercialization community fellow user major importance entrepreneur serving knowledge pool skill experimentation commercialization path nascent founded user video game entrepreneur entering animation industry producing machinima film genre characterized shooting film video game explain user entrepreneur gain access asset video game shooting film deal intellectual property issue asset user entrepreneur combine domain knowledge film production experience video game art machinima proposition hold implication management policy
1006;power come responsibility takeover protection corporate attention stakeholder takeover protection indicator corporate governance examines exogenous shift power shareholder manager affect corporate attention non‐shareholding stakeholder competing hypothesis entertained shareholder view predicts stronger takeover protection lead decrease corporate attention shareholder non‐shareholding stakeholder alike manager divert resource shareholder pursuit private stakeholder view contrast predicts stronger takeover protection corporate attention non‐shareholding stakeholder catering non‐shareholding stakeholder contributes long‐term value manager attend stakeholder relieved short‐termism triggered threat hostile takeover u.s exogenous takeover protection lead corporate attention community natural environment corporate attention employee minority customer additional analysis attention stakeholder experience long‐term shareholder value additional evidence relief short‐termism source corporate attention non‐shareholding stakeholder following takeover protection copyright john son
2749;establishing open-innovation culture cluster initiative trust information asymmetry extant superior performance located cluster unclear mere proximity unobserved factor extend developing framework examine institution promote open-innovation clustered specifically develop set hypothesis investigate extent structural relational element cluster organization affect open-innovation culture integrates agglomeration network information asymmetry trust open-innovation culture focus underlying organizational norm established clustered relation open-innovation specifically measure open-innovation culture term not-invented not-sold-here syndrome facilitated integration trust reduced information asymmetry cluster region test framework novel unique non-member cluster initiative german high-tech cluster moderation regulatory body cluster significantly influence emergence inbound outbound open-innovation activity cluster initiative increased trust information asymmetry contributes literature open-innovation including network medium sized enterprise smes cluster policy
2974;experience research-and-development collaboration innovative performance moderating dimension absorptive capacity multi-stage insight organizational learning investigate experience research-and-development collaboration domestic foreign partner customer supplier competitor influence formation research-and-development collaboration foreign partner collaboration affect innovative performance framework tested period explains experience domestic partner help establish foreign collaboration partner explains experience foreign collaboration formation collaboration abroad relation experience domestic partner collaboration foreign partner beneficial domestic collaboration innovative performance identifies foreign research-and-development partnership advantageous enhancing innovation performance finally demonstrates performance-enhancing advantage foreign partnership equal dependent dimension absorptive capacity foreign supplier innovative performance enhanced adopted appropriate organizational practice designed enhance external collaboration internal dissemination external-knowledge finally gain foreign competitor posse level employee skill
1249;motivates academic scientist engage commercialization:'gold','ribbon'or puzzle employ concept gold financial reward ribbon reputational/career reward puzzle intrinsic satisfaction examine extrinsic intrinsic aspect scientist motivation pursuing commercial activity individual interview on-line questionnaire survey scientist major university diversity motivation commercial engagement reputational intrinsic reason financial reward play draw self-determination psychology analyse relationship scientist value orientation regard commercial engagement personal motivation traditional belief separation commerce extrinsically motivated commercialization obtain resource quest ribbon contrast identify closely entrepreneurial norm intrinsically motivated autonomy puzzle-solving involved applied commercial motivated gold highlight primacy scientist self-motivation suggests fuller explanation commercial behaviour consider broader mix motif include affective aspect intrinsic motivation conclusion argues policy encourage commercial engagement build reputational intrinsic purely financial motivation
2817;pay performance motivate employee helping behavior contextual influence performance subjectivity extensive body demonstrates incentive pay performance pfp motivates employee in-role task performance nonetheless scholar posited pfp demotivate employee extra-role behavior drawing expectancy vroom heuristic processing kahneman examine relationship pfp employee helping behavior perform examination considering pay component pfp intensity scrutinizing performance component performance subjectivity refers extent criterion indicator measure employee performance performance appraisal subjective specifically propose pfp conditional positive performance subjectivity employee helping behavior theorize test underlying psychological mechanism individual perceived helping-performance expectancy account interactive pfp performance subjectivity employee helping behavior employing distinctive methodology hypothesis challenge conventional wisdom pfp undermines employee extra-role behavior providing insight understanding pfp motivates employee helping behavior
241;initial condition critical incident stage venture past venture creation focussed initial condition start–ups evolution investigated transitory stage initial condition changeover evolution aim investigate critical incident infant venture transitory stage cover review selected venture creation conducted review concludes existing weakness oversimplify phenomenon studied focus aspect deal entrepreneur adapt specific situational condition furthermore review indicates starting–point hard specify characterize critical incident technique reported basis interview founder entrepreneurial service provider company critical incident identified equal average incident company period month financing recruiting frequent activity manage follows reference/first customer common pattern occurring incident identified venture relation round venture-capital financing strategic choice company followed strategy recruitment organizational key goal company focussed building patent portfolio tentative suggested describes
189;effective technology incubator evidence italy spite diffusion park europe unclear fostering establishment technology-based ntbfs aim contribute answer question purpose composed italian ntbfs beginning located technology incubator park compared control off-incubator aspect considered include personal characteristic founder ntbfs motivation self-employment choice innovative performance propensity networking access public subsidy comparison larger set indicator previous confirm conventional wisdom input output measure innovative activity marginally off-incubator nonetheless italian park managed attract entrepreneur human measured educational attainment experience addition on-incubator rate off-incubator counterpart perform term adoption advanced technology aptitude participating international research-and-development program establishment collaborative arrangement especially university lastly easier access public subsidy altogether view park element technology policy favor ntbfs hold true especially italy characterized weak national innovation
2549;tracing financial innovation diffusion substitution trajectory recent evidence exchange-traded-funds japan south korea rapid popularity etf potential substitution innovative financial product exchange-traded-funds etf traditional investment fund open-end closed-end fund recognized most-discussed issue financial industry empirically verify compare diffusion substitution exchange-traded-funds monthly asset selected country main aim in-depth insight innovative financial product available asian economy japan south korea monthly total net asset methodological framework combine innovation diffusion technological substitution reported country diffusion exchange-traded-funds occurred rate diffusion phase reached differed japan etf market exponential stage south korea closer achieving expected maximum saturation substitution largest category innovative fund equity exchange-traded-funds equity open-end fund demonstrate switching equity open-end fund exchange-traded-funds easily traced country substitution gradual reversal trajectory noticed
2627;logo complex visual cue equity crowdfunding visual cue pervasive crowdfunding platform low validity visual cue behavior backer remains unknown article propose disfluency-based heuristic framework understanding influence low validity visual cue equity crowdfunding platform drawing processing fluency visual heuristic propose backer automatically visual cue subjective experience ease/difficulty backer perceptually low validity visual cue serf heuristic informs perception early-stage entrepreneurial venture test proposition focusing logo low validity visual cue salient ubiquitous equity crowdfunding platform logo complexity fundamental characteristic logo established antecedent processing disfluency contend logo complexity interpreted backer venture innovativeness complex logo difficult feel familiar unique original novel backer backer value innovativeness contend logo complexity positively backer funding decision framework proposition multimethod comprising survey field experiment theoretical contribution managerial implication discussed
1216;organizing contest status matthew mark tournament status individual labor primarily esteem peer word organizer status-based contest impose covet peer recognition propose formal status-based competition contrast competing alternative following merton matthew tournament architect directs slack resource elite actor widens distribution reward favoring cumulative advantage mark tournament designer instead push slack resource marginal actor tightens distribution reward suggest mark welfare tournament matthew preferable distinct context tournament variation underlying ability translates acute advantage capable contestant tournament contestant constant rising marginal costs a condition relate contestant perception intrinsically valuable contribution twofold counter thrust merton cumulative advantage invariably optimal functioning status contest identify circumstance production superstar contest status aggregate implication future status management discussed
2754;network embeddedness inbound open-innovation moderating technology cluster inbound open-innovation prevalent innovation strategy strengthen technology competitiveness fast-changing industrial technological environment effective governance ego-centered innovation network facilitate accelerate inbound open-innovation main concern scholar leader elucidate network embeddedness inbound open-innovation considering technology cluster moderator conduct patent citation network hierarchical regression empirically patent citation emerging high-tech industry stage industrial technology initial stage industrial technology centrality network reach network embeddedness exert positive inbound open-innovation relationship positively moderated clustering bridging tie technology cluster involved stable stage network reach improves inbound open-innovation centrality hazard furthermore clustering decrease centrality enhances positive network reach bridging tie moderating deepen understanding scholar practitioner regarding inbound open-innovation varies innovation network setting cluster level
2193;linking alliance portfolio recombinant innovation combined diversity alliance experience innovating establish alliance portfolio hope creating recombinant innovation outcome combining idea diverse technological domain draw alliance network knowledge spillover identify configuration alliance portfolio link recombinant innovation longitudinal biotechnology industry technological diversity alliance portfolio positive breadth recombinant innovation produced relationship strengthened presence explorative alliance experience exploitative alliance experience portfolio partner portfolio partner positive influence alliance experience diminishes half portfolio partner tie finally licensing revenue breadth recombinant innovation strongly economic value innovation suggest innovating manage balancing act sourcing idea unfamiliar domain leveraging alliance experience configuring alliance aggregate offer insight composition collective experience alliance portfolio extending understanding alliance performance outcome bilateral alliance
1994;brand image product characteristic entry original-equipment-manufacturer decision investigate optimal market entry original-equipment-manufacturer oem decision facing market brand horizontally differentiated product vertically differentiated entrant sell brand compete incumbent supplier incumbent reveal consumer perceive horizontally vertically differentiated entrant profit simultaneously entering market establishing original-equipment-manufacturer arrangement incumbent competitive scenario buyer seller profit agreeing wholesale price low softens horizontal vertical conflict incumbent prefer pay wholesale price entrant incumbent option source product independently lower marginal capability producing product line supply relationship happen equilibrium optimally select differentiate production original-equipment-manufacturer relationship sell product quality consumer reason outcome original-equipment-manufacturer arrangement differentiated production cause strategic reduces aggressiveness competing consumer condition original-equipment-manufacturer arrangement completely nullify horizontal vertical conflict
1802;brand licensing licensor shareholder value examines brand licensing announcement subsequent change licensor shareholder value event method brand licensing announcement lead positive abnormal return average nearly announcement followed abnormal return argue investor react favorably brand licensing announcement believe brand ability stimulate licensee product sale generate royalty licensor licensor ability limit licensee opportunism limit brand dilution adverse sale product marketed brand line hypothesis brand ability stimulate licensee product sale suggest investor react favorably announcement involving brand brand fit brand breadth investor appear react favorably announcement involving brand advertising investment line hypothesis licensor ability limit licensee opportunism suggest investor react favorably announcement involving larger licensors investor reaction appear influenced licensor licensing experience
847;university–industry engagement formation knowledge integration community kic cambridge-mit institute country seeking strengthen global economic competitiveness building knowledge economy capability popular supporting university–industry knowledge exchange linkage purpose developed cambridge-mit institute cmi offer effective knowledge sharing launched cmi cmi looked background relevant government policy benchmarked peer grant-making organisation studied massachusetts institute technology cambridge university institution organized expert consultation strategic planning including stakeholder input cmi formulated knowledge integration community kic hypothesis describes functional component mechanism organizational review mechanism knowledge exchange beginning cmi built seven experimental kics completely built existing traditional silent aircraft kic make outcome additionalities kic lesson future implication kic concludes describing broader relevance institution country suggests university government industry-based institution embark
1912;double knot technology business-model innovation era ferment digital exchange pioneer electronic option exchange discontinuous shift electronic exchange catalyst extensive transformation financial market decade previous proposed prohibitive regulatory barrier novo entrant limited resource introduce discontinuous technological innovation novel business finance challenge notion studying techno-social transformative decade swedish novo entrant introduced world commercially electronic option exchange for-profit exchange reveals entrant key technological regulatory construction market bricolage technological behaved proactive corporate political entrepreneur cpe phase era ferment electronic exchange technology characterized adaptive techno-social bricolage technological business-model experimentation phase experimental lesson connected deliberative regulatory enabled entrant influence regulatory conclude suggesting entrant dual role bricolage technological entrepreneur cpe alternative path resource-constrained entrant transform market
280;shaping national inter-industry knowledge exchange vertical integration licensing repeated knowledge transfer german plastic industry above-average propensity share innovative information customer competitor caused exceptional international competitiveness west german plastic industry including chemical plastic fabricator machine maker knowledge exchange national cluster shaped main step half triple-helix-model-of-innovation century cartellization merger tolerated supported german government period german chemical formed vertically integrated i.g farben concern optimal organizational framework explore technological path plastic breaking i.g farben west german chemical maintain inter-industry technological co-operation half triple-helix-model-of-innovation century aware contractual non-contractual solution bundling standard information placed market hierarchy accident institution primarily encourage knowledge exchange geographical cultural proximity knowledge exchanging network plastic industry concentrated german question localisation curiosity limited special industry cluster broader german knowledge exchange
1156;alfred chandler knowledge management essay examines knowledge management defined management affecting creation communication distribution exploitation knowledge concerning corporate strategy market product technology management practice corporation alfred chandler modern corporation effort avoid transaction-cost management firm-specific information knowledge central th-century transformation corporate chandler examined visible hand knowledge management played key creation intrafirm organization managing creation knowledge management innovation acquisition technology external source industrial research-and-development product diversification emerged in-house research-and-development facility contributed so-called m-form corporation examined chandler strategy corporate management strategy formulation organizationally differentiated separated functional management finally chandler success failure japanese western european modern electronics pharmaceutical chemical industry emphasized integrated learning base varying degree success established sustain learning base apply market technology
2233;repairing research-and-development market failure public research-and-development subsidy composition private research-and-development examine government subsidy addressing market failure research-and-development r&d shown allocating market resource research-and-development socially optimal expected market failure private research-and-development investment korean pharmaceutical industry analyze relationship public research-and-development subsidy private research-and-development investment investigate public research-and-development subsidy composition private research-and-development expenditure government research-and-development subsidy stimulates crowd private research-and-development activity biotechnology venture additional evidence government research-and-development subsidy address market failure private research-and-development investment evidence research-and-development subsidy program stimulated biotechnology venture expand product research-and-development activity weak consequently idea korean government research-and-development subsidy program addressed underinvestment research-and-development socially optimal level inducing venture expand research-and-development activity product research-and-development partially supported limitation extent test generalized industry qualitative assessment broader discussed
1638;supplier involvement knowledge protection product innovation customer–supplier relationship global automotive supplier globalization drive develop product innovation global supply chain innovation generated supply channel opposed individual partner playing increasingly success supply chain partner limited supply chain relationship cultivate innovation generation emerging market correspondingly explores multinational supplier develop adaptive product innovation create competitive advantage emerging market drawing knowledge‐based view transaction economics investigates influence supplier involvement factor supplier innovation performance survey multinational automobile supplier hina hypothesis specifically supplier involvement codesign inverted shaped relationship product innovation furthermore knowledge protection trust technological uncertainty drive product innovation addition institutional environment moderate product innovation performance overall enhances understanding multinational-enterprises acquire local knowledge develop adaptive product emerging market
1904;digital divide world region spatial multivariate technological utilization purpose identify correlate technology utilization world major world region screening spatial bias conceptual induced posit level technological utilization economic government societal openness factor recognizing geographic proximity influential utilization endogenous factor posited account proximity regression worldwide broadband internet subscriber indicate correlate tertiary education innovation capacity disaggregated refined view europe determinant judicial independence innovation capacity asia tertiary education foreign direct investment innovation capacity combined africa–latin america education press freedom foreign direct investment lead complex theoretical distinguishes determinant developed developing nation suggests nation governmental policy tailored distinctive factor apply nation developed developing region continental region planner policy maker suggests spatial contribute understanding accurate investigation digital divide
2353;institutional interruption relational account decline product heterogeneity global hedge fund industry common belief stream organizational organization typically conform consumer-held expectation regarding behavior attribute instance organizational nonconformity shift consumer expectation acknowledging market characterized brokered market consumer producer party article explores alternative relational mechanism account rapid market change occur defiance consumer expectation short suggest consumer expectation applied differentially function travel market refer phenomenon institutional interruption define existing mode institutional reproduction temporarily disturbed alteration market relational central proposed framework distinction style network brokerage transmission transformation mode contribute market moving tangible resource party capacity actively transform block diffusion intangible things here consumer expectations upon market constructed section apply transmission–transformation distinction help explain decline product heterogeneity global hedge fund industry
2766;upgrade capability systemic catch-up open-innovation multiple-case leading home appliance company china technological catch-up behaviour latecomer topic past decade especially emerging economy china india little systematically discussed capability-upgrading issue open-innovation previous lack explanation chinese win competitive advantage global market short develops pdse position-depth-scope-efficiency framework systemic catch-up explain mechanism capability upgrading technological catch-up open-innovation capability reconfiguration view conduct multiple-case home appliance manufacturer china haier midea gree electronics achieve position depth scope catch-up efficiency open-innovation era systemic catch-up move component capability architectural capability systemic capability mechanism market technology reconfigurations effective promoting capability upgrading overall key contribution offering conceptual framework systemic catch-up outline change capability-upgrading framework add previous mainly limited entry gradual catch-up stage capability deepens understanding competitiveness emerging economy scale advantage
191;churn knowledge value internet knowledge value collective determining value technical knowledge pose acute widely recognized value knowledge shift dramatically knowledge emerge market-based valuation knowledge inadequate index knowledge alternative framework value technical knowledge market pricing information instead intensity range knowledge churn knowledge value emphasizes distinctive property technical knowledge focus production consider value technical knowledge enhancing knowledge value collective term set individual interact demand production technical evaluation application technical knowledge illustrate churn interpretive framework examine recent history internet churning knowledge transformation accompanying emergence knowledge brought internet little traditional discipline institution help explaining epoch-changing knowledge technology innovation urge focus configuration producing knowledge value counting discrete output argue evaluation helpful subject capacity configuration produce technical knowledge
2334;antecedent strategic alliance performance biopharmaceutical industry comprehensive examine factor determine performance strategic alliance common strategy technology commercialization iran biopharmaceutical industry develop theoretical framework performance measurement strategic alliance traditional pharmaceutical biotechnology nbfs derived detailed survey held established alliance company iranian society manufacturer exporter medical biotech product period partner fit alliance capability learning determinant construct strategic alliance performance furthermore opportunistic behavior negatively alliance performance hypothesized partner fit conflict management trust positively learning construct trust negatively affected opportunistic behavior alliance capability partially mediate alliance experience alliance performance specific partner experience conflict management positively trust positively affected alliance capability deeper understanding strategic alliance performance offer executive biopharmaceutical industry practical idea assuring favorable strategic alliance outcome
2778;exploration exploitation entrepreneurial university twisting learning path ambidexterity conduct systematic review university entrepreneurial conceptual framework strategic agenda body topic exploration exploitation emerge critical entrepreneurial university balanced university under-researched topic adapted concept organizational ambidexterity develops notion university ambidexterity analyse entrepreneurial university achieve aim conceptual developed integrating learning exploration exploitation previous analyse entrepreneurial university emphasised focusing ambidexterity context proposes idea balance university balance exploration exploitation evolutionary path entrepreneurial invest exploration exploitation simultaneously contrary oscillate period exploration period exploitation achieve ambidexterity tension exploration exploitation generate twisting learning path entrepreneurial university finally proposes integrated conceptual framework consists construct internal organizational environment external environment university exploration university exploitation university ambidexterity entrepreneurial university performance proposed hypothesis interrelationship mentioned construct mediating university ambidexterity constitute potential investigation direct future develop body knowledge field entrepreneurial university
2700;knowledge-intensive consumer service understanding kics innovative global health-care sector explores knowledge-intensive consumer service kics service neglected economics technical change innovation advance agenda uneven emphasis knowledge-intensive business service kib despite direct individual desire innovation consumer-oriented service continues under-theorized under-researched brings focus source pattern innovation innovative service target human satisfaction well-being final goal evidence little-explored health industry oral care address malo clinic company specialized complex patient situation rare instance internationalized health service business basis thread corporate history wide array qualitative interview newspaper coverage marketing material quantitative evidence paper patent trademark illuminates feature characterize class dynamic activity tending consumer expectation quality life argue key characteristic course learning economy spread embrace realm service sphere conclusion technological non-technological capability underpinning innovation increasingly coupled consumer-relevant service
